x,velocity_cm_s
-4.120370370370373792e+00,1.324303667586481481e+01
-4.116809116809119651e+00,1.350148439271126222e+01
-4.113247863247866398e+00,1.352621493133692354e+01
-4.109686609686612258e+00,1.355937015894501485e+01
-4.106125356125359005e+00,1.365176997359041877e+01
-4.102564102564105752e+00,1.368383814455559389e+01
-4.099002849002852500e+00,1.366508641746581532e+01
-4.095441595441598359e+00,1.367052170068026840e+01
-4.091880341880345107e+00,1.363736647307219130e+01
-4.088319088319090966e+00,1.361073358532146926e+01
-4.084757834757837713e+00,1.355991368726644453e+01
-4.081196581196584461e+00,1.345963271196013977e+01
-4.077635327635330320e+00,1.330853183859878186e+01
-4.074074074074077068e+00,1.310796988798610130e+01
-4.070512820512823815e+00,1.284082571799653749e+01
-4.066951566951569674e+00,1.253155810309512219e+01
-4.063390313390316422e+00,1.220462581774675925e+01
-4.059829059829063169e+00,1.188448763641645201e+01
-4.056267806267809028e+00,1.159560233356917536e+01
-4.052706552706555776e+00,1.132084876707942556e+01
-4.049145299145301635e+00,1.112436327887755283e+01
-4.045584045584048383e+00,1.098902472683808185e+01
-4.042022792022795130e+00,1.089771196883555149e+01
-4.038461538461541878e+00,1.085178382567357858e+01
-4.034900284900287737e+00,1.082949916449437922e+01
-4.031339031339034484e+00,1.080639921083302113e+01
-4.027777777777780344e+00,1.079688746520774600e+01
-4.024216524216527091e+00,1.075258990701009054e+01
-4.020655270655273839e+00,1.068519239515110542e+01
-4.017094017094020586e+00,1.058518318400545866e+01
-4.013532763532766445e+00,1.046343284000208484e+01
-4.009971509971513193e+00,1.033081192956984751e+01
-4.006410256410259052e+00,1.019819101913759596e+01
-4.002849002849005799e+00,1.007644067513422215e+01
-3.999287749287752547e+00,9.976431463988589599e+00
-3.995726495726498406e+00,9.867454035539140023e+00
-3.992165242165245154e+00,9.778858919143829098e+00
-3.988603988603991901e+00,9.718799039624315128e+00
-3.985042735042737760e+00,9.695427321802227993e+00
-3.981481481481484508e+00,9.675316773908804180e+00
-3.977920227920230811e+00,9.706297888231091520e+00
-3.974358974358977115e+00,9.713363756409847838e+00
-3.970797720797723862e+00,9.723147266195837801e+00
-3.967236467236470165e+00,9.699503784213035829e+00
-3.963675213675216469e+00,9.666348556604987152e+00
-3.960113960113963216e+00,9.626399224978896996e+00
-3.956552706552709520e+00,9.603571035478253748e+00
-3.952991452991455823e+00,9.561719354727102882e+00
-3.949430199430202570e+00,9.527477070476152221e+00
-3.945868945868948874e+00,9.467417190956638251e+00
-3.942307692307695177e+00,9.389692640990205064e+00
-3.938746438746441925e+00,9.302456345398482540e+00
-3.935185185185188228e+00,9.192663624466860028e+00
-3.931623931623934531e+00,9.086132073463900838e+00
-3.928062678062681279e+00,9.027159250587288852e+00
-3.924501424501427582e+00,8.976882880853750635e+00
-3.920940170940173886e+00,8.956500568799597772e+00
