x,velocity_cm_s
-3.476390031759354127e+00,3.045783566443022039e+01
-3.472551264126074066e+00,3.011543601230235367e+01
-3.468712496492794450e+00,2.985039057964006304e+01
-3.464873728859514834e+00,2.954554026301282477e+01
-3.461034961226235218e+00,2.919563444140523245e+01
-3.457196193592955602e+00,2.888536711084312003e+01
-3.453357425959675986e+00,2.863453902874707069e+01
-3.449518658326396370e+00,2.841427177953258365e+01
-3.445679890693116754e+00,2.820901686927756202e+01
-3.441841123059837138e+00,2.801637084470019090e+01
-3.438002355426557521e+00,2.782958554850969790e+01
-3.434163587793277905e+00,2.765884792499990397e+01
-3.430324820159998289e+00,2.752155527830976212e+01
-3.426486052526718673e+00,2.742122034785087692e+01
-3.422647284893439057e+00,2.732619150271388264e+01
-3.418808517260158997e+00,2.725294164192929713e+01
-3.414969749626879381e+00,2.719017453507322557e+01
-3.411130981993599764e+00,2.718841816536738065e+01
-3.407292214360320148e+00,2.721454185372898849e+01
-3.403453446727040532e+00,2.726244452644300509e+01
-3.399614679093760916e+00,2.729067585845159272e+01
-3.395775911460481300e+00,2.731563479637668479e+01
-3.391937143827201684e+00,2.734344090203545363e+01
-3.388098376193921624e+00,2.738760897811179973e+01
-3.384259608560642008e+00,2.743046439893427646e+01
-3.380420840927362391e+00,2.748533708616511717e+01
-3.376582073294082775e+00,2.752445791034995182e+01
-3.372743305660803159e+00,2.758206683670148607e+01
-3.368904538027523543e+00,2.765742434113306558e+01
-3.365065770394243927e+00,2.774979089955806444e+01
-3.361227002760964311e+00,2.785842698788979988e+01
-3.357388235127684695e+00,2.798259308204156071e+01
-3.353549467494405079e+00,2.812154965792670680e+01
-3.349710699861125462e+00,2.825706744680888960e+01
-3.345871932227845846e+00,2.840192172728521314e+01
-3.342033164594566230e+00,2.853769834959773277e+01
-3.338194396961286614e+00,2.867698771132187119e+01
-3.334355629328006554e+00,2.881868052632771082e+01
-3.330516861694726938e+00,2.894796782477968122e+01
-3.326678094061447322e+00,2.908104518417580664e+01
-3.322839326428167706e+00,2.921661843736448816e+01
-3.319000558794888089e+00,2.933590367254421949e+01
-3.315161791161608473e+00,2.945112152524730220e+01
-3.311323023528328857e+00,2.956079294730037077e+01
-3.307484255895049241e+00,2.967713857423561308e+01
-3.303645488261769181e+00,2.979507417795721835e+01
-3.299806720628489565e+00,2.989600072768541850e+01
-3.295967952995209949e+00,2.997880893729019647e+01
-3.292129185361930332e+00,3.004238952064159207e+01
-3.288290417728650716e+00,3.010312293625931090e+01
-3.284451650095371100e+00,3.014638509532946387e+01
-3.280612882462091484e+00,3.018495127644926868e+01
-3.276774114828811868e+00,3.020059221088231993e+01
-3.272935347195532252e+00,3.021005811919170014e+01
-3.269096579562252636e+00,3.019909467460681185e+01
-3.265257811928973020e+00,3.018463697871240470e+01
-3.261419044295693404e+00,3.017010533040935627e+01
-3.257580276662413787e+00,3.017659465426987708e+01
-3.253741509029134171e+00,3.017689046390457008e+01
-3.249902741395854555e+00,3.017117764033503136e+01
-3.246063973762574495e+00,3.015964106458299909e+01
-3.242225206129294879e+00,3.014246561767009780e+01
-3.238386438496015263e+00,3.010234643596830040e+01
-3.234547670862735647e+00,3.005298320318311767e+01
-3.230708903229456030e+00,2.999437591931457803e+01
-3.226870135596176414e+00,2.992652458436266727e+01
-3.223031367962896354e+00,2.984942919832741381e+01
-3.219192600329616738e+00,2.979806925050820610e+01
-3.215353832696337122e+00,2.974541513553735683e+01
-3.211515065063057506e+00,2.969183661545815767e+01
-3.207676297429777890e+00,2.963770345231398551e+01
-3.203837529796498274e+00,2.958338540814811779e+01
-3.199998762163218657e+00,2.951555256129834959e+01
-3.196159994529939041e+00,2.942448017002504912e+01
-3.192321226896659425e+00,2.931756347519483086e+01
-3.188482459263379809e+00,2.921552763933664210e+01
-3.184643691630100193e+00,2.909402383189687669e+01
-3.180804923996820577e+00,2.894942838485086156e+01
-3.176966156363540961e+00,2.875376879962031751e+01
-3.173127388730261345e+00,2.842444023572431888e+01
-3.169288621096981728e+00,2.807078132937687087e+01
-3.165449853463702112e+00,2.771264830230509801e+01
-3.161611085830422052e+00,2.737146886492020315e+01
-3.157772318197142436e+00,2.693306049824049353e+01
-3.153933550563862820e+00,2.667668598549438741e+01
-3.150094782930583204e+00,2.623021680626997920e+01
-3.146256015297303588e+00,2.612529682647377172e+01
-3.142417247664023972e+00,2.636776828639047210e+01
-3.138578480030743911e+00,2.696254902119642338e+01
-3.134739712397464295e+00,2.786892822992051322e+01
-3.130900944764184679e+00,2.887457005917775632e+01
-3.127062177130905063e+00,3.028589631427963980e+01
-3.123223409497625447e+00,3.205916414549963633e+01
-3.119384641864345831e+00,3.420866485581265692e+01
-3.115545874231066215e+00,3.670001057518854282e+01
-3.111707106597786598e+00,3.947141406618611370e+01
-3.107868338964506982e+00,4.252309718603133604e+01
-3.104029571331227366e+00,4.580660261894522023e+01
-3.100190803697947750e+00,4.929077791277684639e+01
-3.096352036064668134e+00,5.282098858100361838e+01
-3.092513268431388518e+00,5.649405681467271734e+01
-3.088674500798108902e+00,6.028382194921826454e+01
-3.084835733164829286e+00,6.420466772812592637e+01
-3.080996965531549669e+00,6.821850866093225818e+01
-3.077158197898269609e+00,7.228725925717377265e+01
-3.073319430264989993e+00,7.637283402638703933e+01
-3.069480662631710377e+00,8.049194621293075613e+01
-3.065641894998430761e+00,8.500308011781785922e+01
-3.061803127365151145e+00,8.929422409502301150e+01
-3.057964359731871529e+00,9.335811232039469587e+01
-3.054125592098591468e+00,9.715305412354690873e+01
-3.050286824465311852e+00,1.006105141097475837e+02
-3.046448056832032236e+00,1.036971212545857668e+02
-3.042609289198752620e+00,1.063834794756163831e+02
-3.038770521565473004e+00,1.086616573770098313e+02
-3.034931753932193388e+00,1.108939847850298150e+02
-3.031092986298913772e+00,1.126260426365201539e+02
-3.027254218665634156e+00,1.138006657195813602e+02
-3.023415451032354540e+00,1.144077780185325253e+02
-3.019576683399074923e+00,1.145080020203783846e+02
-3.015737915765795307e+00,1.143033572174948205e+02
-3.011899148132515691e+00,1.137774446632599421e+02
-3.008060380499236075e+00,1.128685140964368685e+02
-3.004221612865956459e+00,1.117492443912628630e+02
-3.000382845232676843e+00,1.105219487051286649e+02
-2.996544077599397227e+00,1.089759181376399653e+02
-2.992705309966117166e+00,1.076286901327501653e+02
-2.988866542332837550e+00,1.064040567333279483e+02
-2.985027774699557934e+00,1.049761836267868489e+02
-2.981189007066278318e+00,1.032540723742621935e+02
-2.977350239432998702e+00,1.013012665829010643e+02
-2.973511471799719086e+00,9.943125051304255635e+01
-2.969672704166439026e+00,9.739277085624077301e+01
-2.965833936533159410e+00,9.522661236587552480e+01
-2.961995168899879793e+00,9.308622628993072112e+01
-2.958156401266600177e+00,9.076707875413578108e+01
-2.954317633633320561e+00,8.834086661869329760e+01
-2.950478866000040945e+00,8.578645798282667556e+01
-2.946640098366761329e+00,8.318638373460819935e+01
-2.942801330733481713e+00,8.053053088215273192e+01
-2.938962563100202097e+00,7.801542795149258325e+01
-2.935123795466922481e+00,7.559049149509959875e+01
-2.931285027833642864e+00,7.328484027388634559e+01
-2.927446260200363248e+00,7.103531893085131799e+01
-2.923607492567083632e+00,6.885882559137488101e+01
-2.919768724933804016e+00,6.683084717660379681e+01
-2.915929957300524400e+00,6.498865570050622864e+01
-2.912091189667244784e+00,6.325541461047718883e+01
-2.908252422033964724e+00,6.109160410908714312e+01
-2.904413654400685108e+00,5.897455001807674080e+01
-2.900574886767405491e+00,5.689432422658246935e+01
-2.896736119134125875e+00,5.488154303179247506e+01
-2.892897351500846259e+00,5.299764239720673231e+01
-2.889058583867566643e+00,5.128675342269728787e+01
-2.885219816234286583e+00,4.973497305543476443e+01
-2.881381048601006967e+00,4.835365299014948448e+01
-2.877542280967727351e+00,4.668192181602920243e+01
-2.873703513334447734e+00,4.503958672435398114e+01
-2.869864745701168118e+00,4.350039675466699407e+01
-2.866025978067888502e+00,4.211430675902269627e+01
-2.862187210434608886e+00,4.088277729749229650e+01
-2.858348442801329270e+00,3.975479969619777876e+01
-2.854509675168049654e+00,3.868474531899161661e+01
-2.850670907534770038e+00,3.777172888158968078e+01
-2.846832139901490422e+00,3.687507441460535063e+01
-2.842993372268210805e+00,3.611168218803875618e+01
-2.839154604634931189e+00,3.551967466855782618e+01
-2.835315837001651573e+00,3.507858552706390753e+01
-2.831477069368371957e+00,3.439271391288245638e+01
